Scanning frequency (eV)      Vibronic intensity (a.u.)      Total intensity (a.u.)
2.6904000e+00                  3.7607543e-10                  3.7607543e-10
2.6905000e+00                  3.3060648e-10                  3.3060648e-10
2.6906000e+00                  2.8689075e-10                  2.8689075e-10
2.6907000e+00                  2.4974152e-10                  2.4974152e-10
2.6908000e+00                  2.2128301e-10                  2.2128301e-10
2.6909000e+00                  2.0100168e-10                  2.0100168e-10
2.6910000e+00                  1.8649517e-10                  1.8649517e-10
2.6911000e+00                  1.7458516e-10                  1.7458516e-10
2.6912000e+00                  1.6240684e-10                  1.6240684e-10
2.6913000e+00                  1.4816845e-10                  1.4816845e-10
2.6914000e+00                  1.3143795e-10                  1.3143795e-10
2.6915000e+00                  1.1298757e-10                  1.1298757e-10
2.6916000e+00                  9.4352170e-11                  9.4352170e-11
2.6917000e+00                  7.7300720e-11                  7.7300720e-11
2.6918000e+00                  6.3388382e-11                  6.3388382e-11
2.6919000e+00                  5.3682185e-11                  5.3682185e-11
2.6920000e+00                  4.8676832e-11                  4.8676832e-11
2.6921000e+00                  4.8368032e-11                  4.8368032e-11
2.6922000e+00                  5.2433483e-11                  5.2433483e-11
2.6923000e+00                  6.0471474e-11                  6.0471474e-11
2.6924000e+00                  7.2244052e-11                  7.2244052e-11
2.6925000e+00                  8.7857727e-11                  8.7857727e-11
2.6926000e+00                  1.0780166e-10                  1.0780166e-10
2.6927000e+00                  1.3277634e-10                  1.3277634e-10
2.6928000e+00                  1.6330557e-10                  1.6330557e-10
2.6929000e+00                  1.9922624e-10                  1.9922624e-10
2.6930000e+00                  2.3925562e-10                  2.3925562e-10
2.6931000e+00                  2.8088446e-10                  2.8088446e-10
2.6932000e+00                  3.2078452e-10                  3.2078452e-10
2.6933000e+00                  3.5574506e-10                  3.5574506e-10
2.6934000e+00                  3.8392135e-10                  3.8392135e-10
2.6935000e+00                  4.0599491e-10                  4.0599491e-10
2.6936000e+00                  4.2582049e-10                  4.2582049e-10
2.6937000e+00                  4.5032086e-10                  4.5032086e-10
2.6938000e+00                  4.8874485e-10                  4.8874485e-10
2.6939000e+00                  5.5177881e-10                  5.5177881e-10
2.6940000e+00                  6.5119291e-10                  6.5119291e-10
2.6941000e+00                  8.0052672e-10                  8.0052672e-10
2.6942000e+00                  1.0167124e-09                  1.0167124e-09
2.6943000e+00                  1.3216503e-09                  1.3216503e-09
2.6944000e+00                  1.7419770e-09                  1.7419770e-09
2.6945000e+00                  2.3051299e-09                  2.3051299e-09
2.6946000e+00                  3.0307484e-09                  3.0307484e-09
2.6947000e+00                  3.9184712e-09                  3.9184712e-09
2.6948000e+00                  4.9356702e-09                  4.9356702e-09
2.6949000e+00                  6.0104165e-09                  6.0104165e-09
2.6950000e+00                  7.0347660e-09                  7.0347660e-09
2.6951000e+00                  7.8807105e-09                  7.8807105e-09
2.6952000e+00                  8.4265839e-09                  8.4265839e-09
2.6953000e+00                  8.5872424e-09                  8.5872424e-09
2.6954000e+00                  8.3392697e-09                  8.3392697e-09
2.6955000e+00                  7.7342002e-09                  7.7342002e-09
2.6956000e+00                  6.8978945e-09                  6.8978945e-09
2.6957000e+00                  6.0204079e-09                  6.0204079e-09
2.6958000e+00                  5.3447532e-09                  5.3447532e-09
2.6959000e+00                  5.1622765e-09                  5.1622765e-09
2.6960000e+00                  5.8162960e-09                  5.8162960e-09
2.6961000e+00                  7.7060613e-09                  7.7060613e-09
2.6962000e+00                  1.1274115e-08                  1.1274115e-08
2.6963000e+00                  1.6957043e-08                  1.6957043e-08
2.6964000e+00                  2.5086994e-08                  2.5086994e-08
2.6965000e+00                  3.5750481e-08                  3.5750481e-08
2.6966000e+00                  4.8637488e-08                  4.8637488e-08
2.6967000e+00                  6.2936927e-08                  6.2936927e-08
2.6968000e+00                  7.7340163e-08                  7.7340163e-08
2.6969000e+00                  9.0192442e-08                  9.0192442e-08
2.6970000e+00                  9.9783997e-08                  9.9783997e-08
2.6971000e+00                  1.0471500e-07                  1.0471500e-07
2.6972000e+00                  1.0422722e-07                  1.0422722e-07
2.6973000e+00                  9.8393389e-08                  9.8393389e-08
2.6974000e+00                  8.8098557e-08                  8.8098557e-08
2.6975000e+00                  7.4819771e-08                  7.4819771e-08
2.6976000e+00                  6.0279459e-08                  6.0279459e-08
2.6977000e+00                  4.6084380e-08                  4.6084380e-08
2.6978000e+00                  3.3452649e-08                  3.3452649e-08
2.6979000e+00                  2.3086000e-08                  2.3086000e-08
2.6980000e+00                  1.5187283e-08                  1.5187283e-08
2.6981000e+00                  9.5792640e-09                  9.5792640e-09
2.6982000e+00                  5.8636667e-09                  5.8636667e-09
2.6983000e+00                  3.5678159e-09                  3.5678159e-09
2.6984000e+00                  2.2488473e-09                  2.2488473e-09
2.6985000e+00                  1.5489992e-09                  1.5489992e-09
2.6986000e+00                  1.2112921e-09                  1.2112921e-09
2.6987000e+00                  1.0707494e-09                  1.0707494e-09
2.6988000e+00                  1.0348043e-09                  1.0348043e-09
2.6989000e+00                  1.0618856e-09                  1.0618856e-09
2.6990000e+00                  1.1427400e-09                  1.1427400e-09
2.6991000e+00                  1.2863126e-09                  1.2863126e-09
2.6992000e+00                  1.5108478e-09                  1.5108478e-09
2.6993000e+00                  1.8403435e-09                  1.8403435e-09
2.6994000e+00                  2.3056602e-09                  2.3056602e-09
2.6995000e+00                  2.9480816e-09                  2.9480816e-09
2.6996000e+00                  3.8213541e-09                  3.8213541e-09
2.6997000e+00                  4.9872999e-09                  4.9872999e-09
2.6998000e+00                  6.5012181e-09                  6.5012181e-09
2.6999000e+00                  8.3870714e-09                  8.3870714e-09
2.7000000e+00                  1.0608136e-08                  1.0608136e-08
2.7001000e+00                  1.3044083e-08                  1.3044083e-08
2.7002000e+00                  1.5487270e-08                  1.5487270e-08
2.7003000e+00                  1.7667213e-08                  1.7667213e-08
2.7004000e+00                  1.9302883e-08                  1.9302883e-08
2.7005000e+00                  2.0171265e-08                  2.0171265e-08
2.7006000e+00                  2.0172572e-08                  2.0172572e-08
2.7007000e+00                  1.9372524e-08                  1.9372524e-08
2.7008000e+00                  1.8011139e-08                  1.8011139e-08
2.7009000e+00                  1.6482198e-08                  1.6482198e-08
2.7010000e+00                  1.5300868e-08                  1.5300868e-08
2.7011000e+00                  1.5081492e-08                  1.5081492e-08
2.7012000e+00                  1.6539023e-08                  1.6539023e-08
2.7013000e+00                  2.0507067e-08                  2.0507067e-08
2.7014000e+00                  2.7940503e-08                  2.7940503e-08
2.7015000e+00                  3.9853492e-08                  3.9853492e-08
2.7016000e+00                  5.7147855e-08                  5.7147855e-08
2.7017000e+00                  8.0320886e-08                  8.0320886e-08
2.7018000e+00                  1.0910209e-07                  1.0910209e-07
2.7019000e+00                  1.4213455e-07                  1.4213455e-07
2.7020000e+00                  1.7685509e-07                  1.7685509e-07
2.7021000e+00                  2.0970518e-07                  2.0970518e-07
2.7022000e+00                  2.3671017e-07                  2.3671017e-07
2.7023000e+00                  2.5432289e-07                  2.5432289e-07
2.7024000e+00                  2.6029699e-07                  2.6029699e-07
2.7025000e+00                  2.5430116e-07                  2.5430116e-07
2.7026000e+00                  2.3804654e-07                  2.3804654e-07
2.7027000e+00                  2.1485960e-07                  2.1485960e-07
2.7028000e+00                  1.8882810e-07                  1.8882810e-07
2.7029000e+00                  1.6379464e-07                  1.6379464e-07
2.7030000e+00                  1.4251105e-07                  1.4251105e-07
2.7031000e+00                  1.2618932e-07                  1.2618932e-07
2.7032000e+00                  1.1453186e-07                  1.1453186e-07
2.7033000e+00                  1.0616139e-07                  1.0616139e-07
2.7034000e+00                  9.9259120e-08                  9.9259120e-08
2.7035000e+00                  9.2189127e-08                  9.2189127e-08
2.7036000e+00                  8.3932877e-08                  8.3932877e-08
2.7037000e+00                  7.4251676e-08                  7.4251676e-08
2.7038000e+00                  6.3594847e-08                  6.3594847e-08
2.7039000e+00                  5.2843459e-08                  5.2843459e-08
2.7040000e+00                  4.3004880e-08                  4.3004880e-08
2.7041000e+00                  3.4955189e-08                  3.4955189e-08
2.7042000e+00                  2.9283162e-08                  2.9283162e-08
2.7043000e+00                  2.6244864e-08                  2.6244864e-08
2.7044000e+00                  2.5808591e-08                  2.5808591e-08
2.7045000e+00                  2.7759504e-08                  2.7759504e-08
2.7046000e+00                  3.1833833e-08                  3.1833833e-08
2.7047000e+00                  3.7852665e-08                  3.7852665e-08
2.7048000e+00                  4.5820068e-08                  4.5820068e-08
2.7049000e+00                  5.5945093e-08                  5.5945093e-08
2.7050000e+00                  6.8554934e-08                  6.8554934e-08
2.7051000e+00                  8.3897616e-08                  8.3897616e-08
2.7052000e+00                  1.0188460e-07                  1.0188460e-07
2.7053000e+00                  1.2187662e-07                  1.2187662e-07
2.7054000e+00                  1.4263912e-07                  1.4263912e-07
2.7055000e+00                  1.6256102e-07                  1.6256102e-07
2.7056000e+00                  1.8013973e-07                  1.8013973e-07
2.7057000e+00                  1.9461668e-07                  1.9461668e-07
2.7058000e+00                  2.0655567e-07                  2.0655567e-07
2.7059000e+00                  2.1814724e-07                  2.1814724e-07
2.7060000e+00                  2.3312272e-07                  2.3312272e-07
2.7061000e+00                  2.5634770e-07                  2.5634770e-07
2.7062000e+00                  2.9335992e-07                  2.9335992e-07
2.7063000e+00                  3.5021277e-07                  3.5021277e-07
2.7064000e+00                  4.3388628e-07                  4.3388628e-07
2.7065000e+00                  5.5319970e-07                  5.5319970e-07
2.7066000e+00                  7.1968538e-07                  7.1968540e-07
2.7067000e+00                  9.4747104e-07                  9.4747117e-07
2.7068000e+00                  1.2511511e-06                  1.2511516e-06
2.7069000e+00                  1.6411393e-06                  1.6411414e-06
2.7070000e+00                  2.1170887e-06                  2.1170967e-06
2.7071000e+00                  2.6612955e-06                  2.6613241e-06
2.7072000e+00                  3.2349351e-06                  3.2350316e-06
2.7073000e+00                  3.7798324e-06                  3.7801415e-06
2.7074000e+00                  4.2269609e-06                  4.2278993e-06
2.7075000e+00                  4.5103600e-06                  4.5130624e-06
2.7076000e+00                  4.5826952e-06                  4.5900747e-06
2.7077000e+00                  4.4274658e-06                  4.4465749e-06
2.7078000e+00                  4.0636469e-06                  4.1105702e-06
2.7079000e+00                  3.5411335e-06                  3.6503959e-06
2.7080000e+00                  2.9286265e-06                  3.1698867e-06
2.7081000e+00                  2.2981066e-06                  2.8032731e-06
2.7082000e+00                  1.7107585e-06                  2.7137956e-06
2.7083000e+00                  1.2080158e-06                  3.0965857e-06
2.7084000e+00                  8.0907930e-07                  4.1810424e-06
2.7085000e+00                  5.1395367e-07                  6.2230342e-06
2.7086000e+00                  3.0964059e-07                  9.4757103e-06
2.7087000e+00                  1.7692286e-07                  1.4132049e-05
2.7088000e+00                  9.5873009e-08                  2.0243226e-05
2.7089000e+00                  4.9271045e-08                  2.7631913e-05
2.7090000e+00                  2.4014281e-08                  3.5832615e-05
2.7091000e+00                  1.1100279e-08                  4.4094235e-05
2.7092000e+00                  4.8663102e-09                  5.1467406e-05
2.7093000e+00                  2.0235359e-09                  5.6971677e-05
2.7094000e+00                  7.9834631e-10                  5.9804708e-05
2.7095000e+00                  2.9909273e-10                  5.9532124e-05
2.7096000e+00                  1.0668448e-10                  5.6195723e-05
2.7097000e+00                  3.6560900e-11                  5.0302507e-05
2.7098000e+00                  1.2451604e-11                  4.2698237e-05
2.7099000e+00                  4.7598256e-12                  3.4368771e-05
2.7100000e+00                  2.7193435e-12                  2.6233228e-05
2.7101000e+00                  2.6960374e-12                  1.8987734e-05
2.7102000e+00                  3.5992127e-12                  1.3032514e-05
2.7103000e+00                  5.1881912e-12                  8.4823652e-06
2.7104000e+00                  7.4688032e-12                  5.2352760e-06
2.7105000e+00                  1.0467995e-11                  3.0640534e-06
2.7106000e+00                  1.4132690e-11                  1.7005443e-06
2.7107000e+00                  1.8278322e-11                  8.9498624e-07
2.7108000e+00                  2.2576882e-11                  4.4666940e-07
2.7109000e+00                  2.6590548e-11                  2.1140208e-07
2.7110000e+00                  2.9851069e-11                  9.4888875e-08
2.7111000e+00                  3.1969577e-11                  4.0399882e-08
2.7112000e+00                  3.2746633e-11                  1.6322989e-08
2.7113000e+00                  3.2246446e-11                  6.2660405e-09
2.7114000e+00                  3.0806903e-11                  2.2929026e-09
2.7115000e+00                  2.8976364e-11                  8.0737688e-10
2.7116000e+00                  2.7391723e-11                  2.8138890e-10
2.7117000e+00                  2.6630851e-11                  1.0522465e-10
2.7118000e+00                  2.7079530e-11                  5.0140698e-11
2.7119000e+00                  2.8846941e-11                  3.5263585e-11
2.7120000e+00                  3.1748094e-11                  3.3441138e-11
2.7121000e+00                  3.5352313e-11                  3.5775919e-11
2.7122000e+00                  3.9080207e-11                  3.9180712e-11
2.7123000e+00                  4.2321743e-11                  4.2344356e-11
2.7124000e+00                  4.4547075e-11                  4.4551899e-11
2.7125000e+00                  4.5388484e-11                  4.5389460e-11
2.7126000e+00                  4.4682899e-11                  4.4683086e-11
2.7127000e+00                  4.2475364e-11                  4.2475398e-11
2.7128000e+00                  3.8991122e-11                  3.8991128e-11
2.7129000e+00                  3.4586791e-11                  3.4586792e-11
2.7130000e+00                  2.9690961e-11                  2.9690962e-11
2.7131000e+00                  2.4743830e-11                  2.4743830e-11
2.7132000e+00                  2.0145229e-11                  2.0145229e-11
2.7133000e+00                  1.6219597e-11                  1.6219597e-11
2.7134000e+00                  1.3203320e-11                  1.3203320e-11
2.7135000e+00                  1.1253771e-11                  1.1253771e-11
2.7136000e+00                  1.0472134e-11                  1.0472134e-11
2.7137000e+00                  1.0927307e-11                  1.0927307e-11
2.7138000e+00                  1.2669253e-11                  1.2669253e-11
2.7139000e+00                  1.5728098e-11                  1.5728098e-11
2.7140000e+00                  2.0107268e-11                  2.0107268e-11
2.7141000e+00                  2.5788726e-11                  2.5788726e-11
2.7142000e+00                  3.2768744e-11                  3.2768744e-11
2.7143000e+00                  4.1128880e-11                  4.1128880e-11
2.7144000e+00                  5.1120866e-11                  5.1120866e-11
2.7145000e+00                  6.3216742e-11                  6.3216742e-11
2.7146000e+00                  7.8063524e-11                  7.8063524e-11
2.7147000e+00                  9.6300551e-11                  9.6300551e-11
2.7148000e+00                  1.1825105e-10                  1.1825105e-10
2.7149000e+00                  1.4357185e-10                  1.4357185e-10
2.7150000e+00                  1.7100414e-10                  1.7100414e-10
2.7151000e+00                  1.9837772e-10                  1.9837772e-10
2.7152000e+00                  2.2296419e-10                  2.2296419e-10
2.7153000e+00                  2.4216675e-10                  2.4216675e-10
2.7154000e+00                  2.5442648e-10                  2.5442648e-10
2.7155000e+00                  2.6018053e-10                  2.6018053e-10
2.7156000e+00                  2.6276716e-10                  2.6276716e-10
2.7157000e+00                  2.6932326e-10                  2.6932326e-10
2.7158000e+00                  2.9188256e-10                  2.9188256e-10
2.7159000e+00                  3.4892467e-10                  3.4892467e-10
2.7160000e+00                  4.6741054e-10                  4.6741054e-10
2.7161000e+00                  6.8479902e-10                  6.8479902e-10
2.7162000e+00                  1.0497598e-09                  1.0497598e-09
2.7163000e+00                  1.6195952e-09                  1.6195952e-09
